-2.513345241546630859e+00,-6.187854409217834473e-01,2.259974479675292969e-01,6.461505889892578125e-01,-1.009742498397827148e+00,-1.339216589927673340e+00,6.004109382629394531e-01
-2.480843554831053677e+00,-6.395766490415850658e-01,2.182044325203731094e-01,6.238695341965247998e-01,-1.017052428673627329e+00,-1.293036707516374229e+00,5.797071128055967248e-01
-2.448341868115476938e+00,-6.603678571613866843e-01,2.104114170732169220e-01,6.015884794037917871e-01,-1.024362358949427287e+00,-1.246856825105075117e+00,5.590032873482539966e-01
-2.415840181399899755e+00,-6.811590652811883029e-01,2.026184016260607623e-01,5.793074246110587744e-01,-1.031672289225227468e+00,-1.200676942693776006e+00,5.382994618909112683e-01
-2.383338494684322573e+00,-7.019502734009899214e-01,1.948253861789045749e-01,5.570263698183257617e-01,-1.038982219501027648e+00,-1.154497060282476895e+00,5.175956364335685400e-01
-2.350836807968745834e+00,-7.227414815207915399e-01,1.870323707317483874e-01,5.347453150255926380e-01,-1.046292149776827829e+00,-1.108317177871178005e+00,4.968918109762257562e-01
-2.318335121253168651e+00,-7.435326896405931585e-01,1.792393552845922000e-01,5.124642602328596253e-01,-1.053602080052627787e+00,-1.062137295459878894e+00,4.761879855188830279e-01
-2.285833434537591469e+00,-7.643238977603947770e-01,1.714463398374360126e-01,4.901832054401266126e-01,-1.060912010328427968e+00,-1.015957413048579783e+00,4.554841600615402442e-01
-2.253331747822014286e+00,-7.851151058801963956e-01,1.636533243902798529e-01,4.679021506473935998e-01,-1.068221940604228148e+00,-9.697775306372806714e-01,4.347803346041975159e-01
-2.220830061106437547e+00,-8.059063139999980141e-01,1.558603089431236377e-01,4.456210958546605871e-01,-1.075531870880028329e+00,-9.235976482259815601e-01,4.140765091468547876e-01
-2.188328374390860365e+00,-8.266975221197996326e-01,1.480672934959674780e-01,4.233400410619275744e-01,-1.082841801155828287e+00,-8.774177658146824488e-01,3.933726836895120593e-01
-2.155826687675283182e+00,-8.474887302396013622e-01,1.402742780488112906e-01,4.010589862691945062e-01,-1.090151731431628468e+00,-8.312378834033834485e-01,3.726688582321693310e-01
-2.123325000959706443e+00,-8.682799383594029807e-01,1.324812626016551032e-01,3.787779314764614935e-01,-1.097461661707428648e+00,-7.850580009920843372e-01,3.519650327748266028e-01
-2.090823314244129261e+00,-8.890711464792045993e-01,1.246882471544989296e-01,3.564968766837284808e-01,-1.104771591983228607e+00,-7.388781185807852259e-01,3.312612073174838745e-01
-2.058321627528552078e+00,-9.098623545990062178e-01,1.168952317073427422e-01,3.342158218909954126e-01,-1.112081522259028787e+00,-6.926982361694862256e-01,3.105573818601410907e-01
-2.025819940812975339e+00,-9.306535627188078363e-01,1.091022162601865686e-01,3.119347670982623999e-01,-1.119391452534828968e+00,-6.465183537581871143e-01,2.898535564027983624e-01
-1.993318254097398157e+00,-9.514447708386094549e-01,1.013092008130303812e-01,2.896537123055293872e-01,-1.126701382810629148e+00,-6.003384713468880030e-01,2.691497309454556341e-01
-1.960816567381820974e+00,-9.722359789584110734e-01,9.351618536587419372e-02,2.673726575127963745e-01,-1.134011313086429107e+00,-5.541585889355888916e-01,2.484459054881129059e-01
-1.928314880666244013e+00,-9.930271870782126920e-01,8.572316991871800629e-02,2.450916027200633618e-01,-1.141321243362229287e+00,-5.079787065242897803e-01,2.277420800307701776e-01
-1.895813193950667053e+00,-1.013818395198014422e+00,7.793015447156184661e-02,2.228105479273302936e-01,-1.148631173638029468e+00,-4.617988241129907800e-01,2.070382545734273938e-01
-1.863311507235089870e+00,-1.034609603317815818e+00,7.013713902440565917e-02,2.005294931345972809e-01,-1.155941103913829426e+00,-4.156189417016916687e-01,1.863344291160846655e-01
-1.830809820519512909e+00,-1.055400811437617659e+00,6.234412357724947173e-02,1.782484383418642682e-01,-1.163251034189629607e+00,-3.694390592903925574e-01,1.656306036587419372e-01
-1.798308133803935949e+00,-1.076192019557419277e+00,5.455110813009328430e-02,1.559673835491311999e-01,-1.170560964465429787e+00,-3.232591768790935571e-01,1.449267782013992090e-01
-1.765806447088358766e+00,-1.096983227677220896e+00,4.675809268293709686e-02,1.336863287563981872e-01,-1.177870894741229968e+00,-2.770792944677944458e-01,1.242229527440564807e-01
-1.733304760372781805e+00,-1.117774435797022514e+00,3.896507723578090943e-02,1.114052739636651745e-01,-1.185180825017029926e+00,-2.308994120564953345e-01,1.035191272867137524e-01
-1.700803073657204845e+00,-1.138565643916824133e+00,3.117206178862474975e-02,8.912421917093216184e-02,-1.192490755292830107e+00,-1.847195296451962232e-01,8.281530182937102413e-02
-1.668301386941627662e+00,-1.159356852036625751e+00,2.337904634146856231e-02,6.684316437819914913e-02,-1.199800685568630287e+00,-1.385396472338971119e-01,6.211147637202829586e-02
-1.635799700226050701e+00,-1.180148060156427370e+00,1.558603089431237487e-02,4.456210958546613643e-02,-1.207110615844430246e+00,-9.235976482259800058e-02,4.140765091468545656e-02
-1.603298013510473741e+00,-1.200939268276228988e+00,7.793015447156187436e-03,2.228105479273301270e-02,-1.214420546120230426e+00,-4.617988241129911131e-02,2.070382545734272828e-02
-1.570796326794896558e+00,-1.221730476396030607e+00,0.000000000000000000e+00,0.000000000000000000e+00,-1.221730476396030607e+00,0.000000000000000000e+00,0.000000000000000000e+00
